826,-547
542,-764
854,-485
-604,-770
660,948
-436,486
-234,-212
587,776
-26,-432
-535,421
743,-179
805,-500
-368,505
303,616
788,168
-745,-656
974,460
-890,-282
826,-11
-392,-37
-660,-994
-207,83
-439,-392
-1000,-944
-864,-10
278,-586
367,-724
-5,662
-89,-930
378,57
953,883
522,-121
135,-327
-716,721
-331,-527
27,690
320,762
-321,-322
-630,-355
-58,436
980,682
720,180
939,426
359,-12
914,600
-740,357
769,138
-620,244
-895,478
-691,416
2,744
756,-704
216,398
-935,273
-581,-749
410,192
804,382
-209,372
462,867
932,782
152,929
-99,733
-991,-719
810,954
-729,105
800,-126
463,372
324,-76
-611,-540
980,106
-475,-427
-343,258
673,-299
683,160
-549,817
-688,474
-934,479
375,201
-464,-227
-447,-178
524,-997
960,-697
26,-468
827,-42
-467,-201
-441,892
508,-519
-168,179
-14,538
133,650
665,850
784,-392
-323,-273
-276,854
-546,62
-967,-373
876,-175
35,-521
425,564
-541,-804
103,-964
-333,-43
669,-858
-968,-830
172,829
549,-569
-488,886
328,776
-701,230
38,-35
140,-273
-399,-37
-63,558
458,-188
413,549
917,911
944,-820
-159,228
-120,615
409,-496
-466,911
207,-23
442,-79
-793,980
588,735
435,-431
805,893
81,-257
-645,202
363,-20
717,-743
-787,136
111,-956
686,464
-421,430
-680,186
857,-341
290,931
100,56
537,-401
-643,331
-107,-559
99,844
-301,-821
-617,-258
962,-846
-341,279
32,-723
-760,896
-685,645
513,676
224,564
-573,-472
30,-597
-996,441
-686,677
-822,-972
271,-428
-463,-137
-300,230
-587,139
-301,-8
974,-6
-266,-895
399,-424
860,514
-479,832
881,-767
-84,-880
812,-565
679,-97
342,-300
223,-473
587,-96
-859,-268
145,-410
-979,46
-671,-692
-1,-761
-193,953
-651,-438
-376,676
95,-849
-723,-641
558,-246
-899,62
-575,-705
782,-541
-502,-595
