-236,431
480,-918
327,-68
-438,-674
-475,-625
698,981
-625,324
-107,714
-850,763
-234,-531
-819,-460
-375,-808
60,-41
990,211
244,145
-504,-126
-83,704
24,842
-531,139
706,588
-456,-983
922,-904
-773,-946
615,-487
727,-54
559,-376
808,-681
-506,30
-76,423
-811,938
125,-311
-290,-344
-442,94
981,312
153,-728
61,-971
29,-591
-411,-643
695,-3
-1,40
-963,540
-571,130
998,899
-128,-200
980,-514
805,-861
94,152
-524,982
-341,-583
822,283
456,676
313,959
555,938
419,-661
528,-237
-267,-9
832,356
-647,-976
-198,297
189,-792
444,254
836,-641
993,740
-635,433
343,-619
839,-313
-342,55
-608,477
-183,-518
-254,-23
606,921
90,23
47,900
-866,505
-719,-741
144,555
-866,958
-202,57
-252,851
676,869
-615,296
-730,65
-893,851
-429,574
-204,937
991,628
752,132
-26,675
-244,-824
740,401
-172,-866
-293,54
-962,147
-526,546
133,-225
-206,304
-641,125
-330,-785
-994,711
603,-725
-312,800
-7,220
-856,-311
190,-591
906,-56
-20,580
364,738
399,158
-386,229
916,154
456,260
602,-948
432,541
419,-731
585,-768
502,-318
-90,-211
462,-354
