10,-932
977,-987
388,435
-831,-265
979,896
-276,160
-88,256
457,-851
-277,-546
565,822
-978,-797
-264,918
-611,137
-656,475
236,115
-295,921
-498,-418
995,-599
-602,-840
156,-648
400,592
305,-490
-532,282
692,577
474,664
-71,182
194,-78
-68,493
-929,288
-820,-92
124,-936
-220,62
-418,630
503,269
93,-186
397,74
387,-840
558,498
-985,881
205,-169
759,-440
911,892
-981,-809
578,-441
339,-516
450,272
-875,732
876,369
908,236
-50,671
-346,57
989,517
-440,-79
-392,-98
954,139
-554,-712
309,511
669,354
864,338
539,999
666,-459
367,506
-507,487
-259,432
-884,63
-48,-544
802,-736
-64,-868
-192,-40
-592,-221
644,766
440,-914
769,67
530,-924
333,799
203,847
-898,-540
-20,-764
385,-917
971,-230
-603,-915
-333,305
-54,527
15,-124
189,-918
175,-854
-963,274
-697,-317
611,462
247,594
-894,22
-219,83
-321,-132
173,-117
-377,321
354,550
-666,871
996,-688
257,-873
579,-172
-598,602
-294,927
676,-532
-474,-576
-959,232
-86,845
-842,25
510,582
-273,970
834,-826
-613,-787
-841,704
-468,-899
147,-358
877,-825
-881,207
375,352
665,530
790,-438
-363,-429
-408,754
