158,-428
947,68
346,872
-112,282
-462,431
-128,-965
401,28
365,-132
93,-677
-277,-109
577,574
-804,-491
152,133
963,613
-164,681
561,934
-175,73
-458,562
-417,-908
356,-468
43,-971
231,-58
151,491
989,-523
-466,605
303,-637
511,774
215,413
-7,603
-818,465
836,-429
-734,589
387,352
-456,645
52,11
52,-518
-70,210
-296,-825
-657,304
653,-40
-962,894
749,-944
-168,392
966,673
253,-574
-540,926
-756,866
439,-167
-812,868
650,271
411,-592
-753,-881
-20,23
980,649
-462,-570
249,-28
-164,199
442,-235
-88,-570
338,561
-589,-736
579,253
-804,843
-707,-536
945,82
229,-766
25,-15
981,-882
942,-491
-378,-849
-547,667
16,346
-649,542
-158,639
-640,829
-479,-556
1,-620
-352,217
197,408
371,-422
-405,638
-444,-663
74,718
68,-705
-210,-586
-365,141
427,-94
-562,-25
-994,-282
-653,342
370,132
-568,245
931,19
174,892
559,878
631,480
-881,-108
-790,124
122,-547
924,-25
-871,579
851,-402
-852,358
994,801
323,-504
756,821
690,-149
-713,824
-850,860
-854,782
-353,-924
-788,86
148,-118
-660,-296
180,824
-551,-773
348,367
-551,472
885,430
