371,-365
-420,-613
-596,-391
-8,73
-474,-440
-209,471
-11,454
-76,33
-617,-576
185,48
468,395
-966,-603
-794,-887
-766,-885
-130,55
943,577
-952,762
-834,-90
802,-813
378,834
-120,327
-839,-918
-687,744
-473,55
-376,447
-817,-396
-137,607
-757,-537
-609,-266
-917,279
-841,167
-130,341
654,-453
218,-678
-408,-724
210,-870
175,152
-335,-152
-974,231
398,-874
409,269
-614,-127
-47,-289
673,-131
-763,584
270,-54
675,-800
464,285
950,501
-100,394
-438,735
511,-961
-40,1000
-242,-613
156,-582
812,591
-978,-167
-251,614
15,-145
-830,-101
-47,-196
465,632
-911,-721
-472,604
311,463
-181,-202
678,625
285,-68
-833,-942
-960,270
535,-685
152,-537
-133,-508
542,254
395,-789
567,834
-291,978
33,-192
-297,147
845,-414
384,916
232,-260
-411,114
506,398
368,30
148,-46
581,390
-419,-75
233,-148
664,-999
-253,568
261,-49
-205,-403
-306,-94
12,-707
-665,213
139,-179
-595,869
-888,388
2,760
396,-536
298,857
804,-784
-240,-532
-529,348
-732,-64
-256,-71
107,939
682,276
-66,881
861,-179
808,-315
198,115
-744,982
615,510
335,-661
4,812
-486,-226
426,-95
518,-818
71,694
466,901
-858,-236
122,-830
334,-944
934,242
232,-255
262,-649
172,439
450,167
-464,609
