956,117
-305,857
-296,8
-879,-73
-651,441
725,366
-573,-71
685,334
186,521
-183,-289
437,127
-557,-928
920,692
605,681
-923,16
436,43
873,967
-65,-148
676,916
352,-158
-85,-608
-625,-764
-64,426
105,604
-775,-383
-935,-727
-822,774
-733,-370
-159,878
359,-378
-358,-631
377,883
700,269
91,-695
854,-420
-420,-621
-56,-842
263,-710
-877,362
-413,-17
219,-485
113,298
-992,-161
391,692
168,-419
907,870
745,801
81,923
587,540
-494,-209
146,428
-653,826
-785,-514
155,-28
-480,-109
748,632
849,-291
-58,99
903,-552
-519,-333
-152,100
-815,41
-957,120
395,62
158,-362
-234,113
-741,620
848,-770
-208,-497
-818,-271
-843,250
-335,-605
-677,-754
6,-998
-145,-491
-608,-983
306,-319
219,619
-69,41
-792,549
560,-546
605,-107
-689,762
-868,-256
816,-625
729,86
-545,936
30,-763
980,304
7,269
901,991
925,93
291,291
689,924
-177,281
-336,-223
894,973
-585,-217
104,-877
-634,-956
297,121
-185,408
696,-49
-927,719
421,950
573,-877
-968,-442
-459,-656
-127,-295
-465,-439
-790,984
40,943
-939,-623
78,-699
-53,-875
-478,-836
-475,-143
299,-533
-764,518
-434,-278
350,299
525,-48
-807,175
-63,236
202,-826
-636,987
-511,896
964,-149
-273,-998
-315,-735
-83,600
164,-345
268,-457
-5,-291
-401,-175
-175,-667
156,412
-139,966
-603,501
-486,-948
-602,591
-921,-656
-783,290
-155,166
-319,924
-538,-617
614,-60
189,286
-421,-345
-623,-575
994,-487
472,-48
-112,901
305,302
804,480
475,-290
80,-568
-331,193
215,-583
-930,-258
-633,463
-906,-38
363,170
-261,-566
-800,-804
372,1
-368,907
-119,-588
315,-742
-574,478
166,-481
451,299
621,983
511,576
352,717
-1,166
305,-872
-454,105
300,-952
-662,-557
793,191
480,271
-107,-174
720,466
-782,825
